ORDERNUMBER,quantity,priceperunit,SALES,ORDERDATE,PRODUCTLINE,itemid,CUSTOMERNAME,PHONE,address,CustomerID
10243,47,100,4700,4/26/2004 0:00,Vintage Cars,2325,Diecast Collectables,0317-5552555,6251 Ingle Ln.,65
10280,37,100,3700,8/17/2004 0:00,Vintage Cars,2325,Amica Models & Co.,0311-4988555,Via Monte Bianco 34,37
10288,31,100,3100,9/1/2004 0:00,Vintage Cars,2325,Handji Gifts& Co,0300-0000000,Village Close - 106 Linden Road Sandown,66
10304,24,100,2400,10/11/2004 0:00,Vintage Cars,2325,Auto Assoc. & Cie.,0300-0000000,"67, avenue de l'Europe",39
10312,31,100,3100,10/21/2004 0:00,Vintage Cars,2325,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10322,50,100,5000,11/4/2004 0:00,Vintage Cars,2325,Online Diecast Creations Co.,0303-5558647,2304 Long Airport Avenue,41
10332,35,100,3500,11/17/2004 0:00,Vintage Cars,2325,"AV Stores, Co.",0371-5551555,Fauntleroy Circus,78
10344,30,100,3000,11/25/2004 0:00,Vintage Cars,2325,Marseille Mini Autos,0300-0000000,"12, rue des Bouchers",68
10356,29,100,2900,12/9/2004 0:00,Vintage Cars,2325,Lyon Souveniers,0314-6627555,27 rue du Colonel Pierre Avia,3
10367,27,100,2700,1/12/2005 0:00,Vintage Cars,2325,Toys4GrownUps.com,0326-5557265,78934 Hillside Dr.,4
10380,40,100,4000,2/16/2005 0:00,Vintage Cars,2325,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10390,31,100,3100,3/4/2005 0:00,Vintage Cars,2325,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10409,6,100,600,4/23/2005 0:00,Vintage Cars,2325,Handji Gifts& Co,0300-0000000,Village Close - 106 Linden Road Sandown,66
10420,45,100,4500,5/29/2005 0:00,Vintage Cars,2325,Souveniers And Things Co.,0329-4958555,"Monitor Money Building, 815 Pacific Hwy",21
10103,22,54.09,1189.98,1/29/2003 0:00,Trucks and Buses,2432,Baane Mini Imports,0300-0000000,Erling Skakkes gate 78,18
10114,45,54.09,2434.05,4/1/2003 0:00,Trucks and Buses,2432,"La Corne D'abondance, Co.",0300-0000000,"265, boulevard Charonne",63
10126,43,54.09,2325.87,5/28/2003 0:00,Trucks and Buses,2432,"Corrida Auto Replicas, Ltd",0300-0000000,"C/ Araquil, 67",26
10140,46,54.09,2488.14,7/24/2003 0:00,Trucks and Buses,2432,Technics Stores Inc.,0350-5556809,9408 Furth Circle,6
10151,39,54.09,2109.51,9/21/2003 0:00,Trucks and Buses,2432,"Oulu Toy Supplies, Inc.",0300-0000000,Torikatu 38,61
10165,31,54.09,1676.79,10/22/2003 0:00,Trucks and Buses,2432,"Dragon Souveniers, Ltd.",0300-0000000,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",27
10175,41,54.09,2217.69,11/6/2003 0:00,Trucks and Buses,2432,"Stylish Desk Decors, Co.",0371-5550297,35 King George,50
10184,44,54.09,2379.96,11/14/2003 0:00,Trucks and Buses,2432,"Iberia Gift Imports, Corp.",0300-0000000,"C/ Romero, 33",82
10194,45,54.09,2434.05,11/25/2003 0:00,Trucks and Buses,2432,"Saveley & Henriot, Co.",0300-0000000,"2, rue du Commerce",31
10207,37,54.09,2001.33,12/9/2003 0:00,Trucks and Buses,2432,Diecast Collectables,0317-5552555,6251 Ingle Ln.,65
10217,35,54.09,1893.15,2/4/2004 0:00,Trucks and Buses,2432,Handji Gifts& Co,0300-0000000,Village Close - 106 Linden Road Sandown,66
10229,28,54.09,1514.52,3/11/2004 0:00,Trucks and Buses,2432,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10246,30,54.09,1622.7,5/5/2004 0:00,Trucks and Buses,2432,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10259,30,54.09,1622.7,6/15/2004 0:00,Trucks and Buses,2432,Handji Gifts& Co,0300-0000000,Village Close - 106 Linden Road Sandown,66
10271,25,54.09,1352.25,7/20/2004 0:00,Trucks and Buses,2432,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10281,29,54.09,1568.61,8/19/2004 0:00,Trucks and Buses,2432,Diecast Classics Inc.,0315-5551555,7586 Pompton St.,19
10291,26,54.09,1406.34,9/8/2004 0:00,Trucks and Buses,2432,Scandinavian Gift Ideas,0369-5346555,?kergatan 24,38
10305,41,54.09,2217.69,10/13/2004 0:00,Trucks and Buses,2432,Marta's Replicas Co.,0317-5558555,39323 Spinnaker Dr.,16
10313,34,54.09,1839.06,10/22/2004 0:00,Trucks and Buses,2432,Canadian Gift Exchange Network,0304-5553392,1900 Oak St.,32
10322,35,54.09,1893.15,11/4/2004 0:00,Trucks and Buses,2432,Online Diecast Creations Co.,0303-5558647,2304 Long Airport Avenue,41
10334,34,54.09,1839.06,11/19/2004 0:00,Trucks and Buses,2432,"Volvo Model Replicas, Co",0392-1123555,Berguvsvgen  8,25
10347,50,54.09,2704.5,11/29/2004 0:00,Trucks and Buses,2432,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10357,41,54.09,2217.69,12/10/2004 0:00,Trucks and Buses,2432,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10370,22,54.09,1189.98,1/20/2005 0:00,Trucks and Buses,2432,"Anna's Decorations, Ltd",0329-9368555,201 Miller Street,43
10381,35,54.09,1893.15,2/17/2005 0:00,Trucks and Buses,2432,Corporate Gift Ideas Co.,0350-5551386,7734 Strong St.,5
10391,44,54.09,2379.96,3/9/2005 0:00,Trucks and Buses,2432,"Anna's Decorations, Ltd",0329-9368555,201 Miller Street,43
10412,47,54.09,2542.23,5/3/2005 0:00,Trucks and Buses,2432,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10425,19,54.09,1027.71,5/31/2005 0:00,Trucks and Buses,2432,La Rochelle Gifts,0300-0000000,"67, rue des Cinquante Otages",15
10106,34,90.39,3073.26,2/17/2003 0:00,Planes,2581,Rovelli Gifts,0300-0000000,Via Ludovico il Moro 22,87
10120,29,90.39,2621.31,4/29/2003 0:00,Planes,2581,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10133,49,90.39,4429.11,6/27/2003 0:00,Planes,2581,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10145,30,90.39,2711.7,8/25/2003 0:00,Planes,2581,Toys4GrownUps.com,0326-5557265,78934 Hillside Dr.,4
10168,21,90.39,1898.19,10/28/2003 0:00,Planes,2581,Technics Stores Inc.,0350-5556809,9408 Furth Circle,6
10210,50,90.39,4519.5,1/12/2004 0:00,Planes,2581,Osaka Souveniers Co.,0306-6342555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",45
10223,47,90.39,4248.33,2/20/2004 0:00,Planes,2581,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10235,24,90.39,2169.36,4/2/2004 0:00,Planes,2581,"Royal Canadian Collectables, Ltd.",0304-5554555,23 Tsawassen Blvd.,58
10250,27,90.39,2440.53,5/11/2004 0:00,Planes,2581,The Sharp Gifts Warehouse,0308-5553659,3086 Ingle Ln.,62
10263,33,90.39,2982.87,6/28/2004 0:00,Planes,2581,Gift Depot Inc.,0303-5552570,25593 South Bay Ln.,14
10275,35,90.39,3163.65,7/23/2004 0:00,Planes,2581,La Rochelle Gifts,0300-0000000,"67, rue des Cinquante Otages",15
10284,31,90.39,2802.09,8/21/2004 0:00,Planes,2581,"Norway Gifts By Mail, Co.",0372-2121555,"Drammensveien 126 A, PB 744 Sentrum",86
10297,25,90.39,2259.75,9/16/2004 0:00,Planes,2581,"Clover Collections, Co.",0331-8621555,25 Maiden Lane,76
10308,27,90.39,2440.53,10/15/2004 0:00,Planes,2581,Mini Classics,0314-5554562,3758 North Pendale Street,48
10318,31,90.39,2802.09,11/2/2004 0:00,Planes,2581,Diecast Classics Inc.,0315-5551555,7586 Pompton St.,19
10327,45,90.39,4067.55,11/10/2004 0:00,Planes,2581,Danish Wholesale Imports,0300-0000000,Vinb'ltet 34,49
10339,27,90.39,2440.53,11/23/2004 0:00,Planes,2581,"Tokyo Collectables, Ltd",0333-5840555,2-2-8 Roppongi,36
10353,27,90.39,2440.53,12/4/2004 0:00,Planes,2581,Gift Ideas Corp.,0303-5554407,2440 Pompton St.,89
10374,42,90.39,3796.38,2/2/2005 0:00,Planes,2581,"Australian Gift Network, Co",0373-8446555,31 Duncan St. West End,29
10386,21,90.39,1898.19,3/1/2005 0:00,Planes,2581,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10398,34,90.39,3073.26,3/30/2005 0:00,Planes,2581,Reims Collectables,0300-0000000,59 rue de l'Abbaye,2
10401,42,90.39,3796.38,4/3/2005 0:00,Planes,2581,Tekni Collectables Inc.,0301-5559350,7476 Moss Rd.,13
10416,15,90.39,1355.85,5/10/2005 0:00,Planes,2581,L'ordine Souveniers,0352-2556555,Strada Provinciale 124,71
10107,29,70.87,2055.23,2/24/2003 0:00,Motorcycles,2625,Land of Toys Inc.,0312-5557818,897 Long Airport Avenue,1
10120,46,70.87,3260.02,4/29/2003 0:00,Motorcycles,2625,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10134,30,70.87,2126.1,7/1/2003 0:00,Motorcycles,2625,Lyon Souveniers,0314-6627555,27 rue du Colonel Pierre Avia,3
10145,30,70.87,2126.1,8/25/2003 0:00,Motorcycles,2625,Toys4GrownUps.com,0326-5557265,78934 Hillside Dr.,4
10159,42,70.87,2976.54,10/10/2003 0:00,Motorcycles,2625,Corporate Gift Ideas Co.,0350-5551386,7734 Strong St.,5
10168,46,70.87,3260.02,10/28/2003 0:00,Motorcycles,2625,Technics Stores Inc.,0350-5556809,9408 Furth Circle,6
10180,25,70.87,1771.75,11/11/2003 0:00,Motorcycles,2625,Daedalus Designs Imports,0300-0000000,"184, chausse de Tournai",7
10188,32,70.87,2267.84,11/18/2003 0:00,Motorcycles,2625,Herkku Gifts,0372-2673215,"Drammen 121, PR 744 Sentrum",8
10201,30,70.87,2126.1,12/1/2003 0:00,Motorcycles,2625,Mini Wheels Co.,0350-5555787,5557 North Pendale Street,9
10210,40,70.87,2834.8,1/12/2004 0:00,Motorcycles,2625,Osaka Souveniers Co.,0306-6342555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",45
10223,28,70.87,1984.36,2/20/2004 0:00,Motorcycles,2625,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10236,23,70.87,1630.01,4/3/2004 0:00,Motorcycles,2625,Motor Mint Distributors Inc.,0315-5559857,11328 Douglas Av.,46
10251,29,70.87,2055.23,5/18/2004 0:00,Motorcycles,2625,Tekni Collectables Inc.,0301-5559350,7476 Moss Rd.,13
10263,34,70.87,2409.58,6/28/2004 0:00,Motorcycles,2625,Gift Depot Inc.,0303-5552570,25593 South Bay Ln.,14
10275,37,70.87,2622.19,7/23/2004 0:00,Motorcycles,2625,La Rochelle Gifts,0300-0000000,"67, rue des Cinquante Otages",15
10285,20,70.87,1417.4,8/27/2004 0:00,Motorcycles,2625,Marta's Replicas Co.,0317-5558555,39323 Spinnaker Dr.,16
10298,32,70.87,2267.84,9/27/2004 0:00,Motorcycles,2625,Atelier graphique,0300-0000000,"54, rue Royale",47
10308,34,70.87,2409.58,10/15/2004 0:00,Motorcycles,2625,Mini Classics,0314-5554562,3758 North Pendale Street,48
10318,42,70.87,2976.54,11/2/2004 0:00,Motorcycles,2625,Diecast Classics Inc.,0315-5551555,7586 Pompton St.,19
10329,38,70.87,2693.06,11/15/2004 0:00,Motorcycles,2625,Land of Toys Inc.,0312-5557818,897 Long Airport Avenue,1
10339,30,70.87,2126.1,11/23/2004 0:00,Motorcycles,2625,"Tokyo Collectables, Ltd",0333-5840555,2-2-8 Roppongi,36
10362,23,70.87,1630.01,1/5/2005 0:00,Motorcycles,2625,Technics Stores Inc.,0350-5556809,9408 Furth Circle,6
10374,22,70.87,1559.14,2/2/2005 0:00,Motorcycles,2625,"Australian Gift Network, Co",0373-8446555,31 Duncan St. West End,29
10389,39,70.87,2763.93,3/3/2005 0:00,Motorcycles,2625,Scandinavian Gift Ideas,0369-5346555,?kergatan 24,38
10402,55,70.87,3897.85,4/7/2005 0:00,Motorcycles,2625,Auto Canal Petit,0300-0000000,"25, rue Lauriston",10
10417,36,70.87,2551.32,5/13/2005 0:00,Motorcycles,2625,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10101,26,100,2600,1/9/2003 0:00,Vintage Cars,2795,"Blauer See Auto, Co.",0369-6690255,Lyonerstr. 34,73
10110,31,100,3100,3/18/2003 0:00,Vintage Cars,2795,"AV Stores, Co.",0371-5551555,Fauntleroy Circus,78
10125,34,100,3400,5/21/2003 0:00,Vintage Cars,2795,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10139,41,100,4100,7/16/2003 0:00,Vintage Cars,2795,Souveniers And Things Co.,0329-4958555,"Monitor Money Building, 815 Pacific Hwy",21
10149,23,100,2300,9/12/2003 0:00,Vintage Cars,2795,Signal Collectibles Ltd.,0315-5554312,2793 Furth Circle,83
10162,48,100,4800,10/18/2003 0:00,Vintage Cars,2795,Corporate Gift Ideas Co.,0350-5551386,7734 Strong St.,5
10173,22,100,2200,11/5/2003 0:00,Vintage Cars,2795,Rovelli Gifts,0300-0000000,Via Ludovico il Moro 22,87
10182,21,100,2100,11/12/2003 0:00,Vintage Cars,2795,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10193,22,100,2200,11/21/2003 0:00,Vintage Cars,2795,"Australian Collectables, Ltd",0393-8446555,7 Allen Street,88
10205,40,100,4000,12/3/2003 0:00,Vintage Cars,2795,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10214,50,100,5000,1/26/2004 0:00,Vintage Cars,2795,"Corrida Auto Replicas, Ltd",0300-0000000,"C/ Araquil, 67",26
10227,29,100,2900,3/2/2004 0:00,Vintage Cars,2795,"Saveley & Henriot, Co.",0300-0000000,"2, rue du Commerce",31
10244,43,100,4300,4/29/2004 0:00,Vintage Cars,2795,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10255,24,100,2400,6/4/2004 0:00,Vintage Cars,2795,Mini Caravy,0300-0000000,"24, place Kluber",84
10280,22,100,2200,8/17/2004 0:00,Vintage Cars,2795,Amica Models & Co.,0311-4988555,Via Monte Bianco 34,37
10289,43,100,4300,9/3/2004 0:00,Vintage Cars,2795,Herkku Gifts,0372-2673215,"Drammen 121, PR 744 Sentrum",8
10304,20,100,2000,10/11/2004 0:00,Vintage Cars,2795,Auto Assoc. & Cie.,0300-0000000,"67, avenue de l'Europe",39
10312,25,100,2500,10/21/2004 0:00,Vintage Cars,2795,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10322,36,100,3600,11/4/2004 0:00,Vintage Cars,2795,Online Diecast Creations Co.,0303-5558647,2304 Long Airport Avenue,41
10332,24,100,2400,11/17/2004 0:00,Vintage Cars,2795,"AV Stores, Co.",0371-5551555,Fauntleroy Circus,78
10347,21,100,2100,11/29/2004 0:00,Vintage Cars,2795,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10356,30,100,3000,12/9/2004 0:00,Vintage Cars,2795,Lyon Souveniers,0314-6627555,27 rue du Colonel Pierre Avia,3
10367,32,100,3200,1/12/2005 0:00,Vintage Cars,2795,Toys4GrownUps.com,0326-5557265,78934 Hillside Dr.,4
10380,21,100,2100,2/16/2005 0:00,Vintage Cars,2795,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10390,26,100,2600,3/4/2005 0:00,Vintage Cars,2795,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10421,35,100,3500,5/29/2005 0:00,Vintage Cars,2795,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10109,26,100,2600,3/10/2003 0:00,Classic Cars,2870,Motor Mint Distributors Inc.,0315-5559857,11328 Douglas Av.,46
10123,46,100,4600,5/20/2003 0:00,Classic Cars,2870,Atelier graphique,0300-0000000,"54, rue Royale",47
10137,37,100,3700,7/10/2003 0:00,Classic Cars,2870,Reims Collectables,0300-0000000,59 rue de l'Abbaye,2
10148,27,100,2700,9/11/2003 0:00,Classic Cars,2870,"Anna's Decorations, Ltd",0329-9368555,201 Miller Street,43
10161,23,100,2300,10/17/2003 0:00,Classic Cars,2870,Heintze Collectables,0300-0000000,Smagsloget 45,79
10172,39,100,3900,11/5/2003 0:00,Classic Cars,2870,Gift Depot Inc.,0303-5552570,25593 South Bay Ln.,14
10181,27,100,2700,11/12/2003 0:00,Classic Cars,2870,Herkku Gifts,0372-2673215,"Drammen 121, PR 744 Sentrum",8
10192,38,100,3800,11/20/2003 0:00,Classic Cars,2870,Online Diecast Creations Co.,0303-5558647,2304 Long Airport Avenue,41
10204,27,100,2700,12/2/2003 0:00,Classic Cars,2870,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10212,40,100,4000,1/16/2004 0:00,Classic Cars,2870,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10226,24,100,2400,2/26/2004 0:00,Classic Cars,2870,Collectable Mini Designs Co.,0360-5558146,361 Furth Circle,56
10241,44,100,4400,4/13/2004 0:00,Classic Cars,2870,Mini Caravy,0300-0000000,"24, place Kluber",84
10253,37,100,3700,6/1/2004 0:00,Classic Cars,2870,"UK Collectables, Ltd.",0371-5552282,Berkeley Gardens 12  Brewery,23
10266,20,100,2000,7/6/2004 0:00,Classic Cars,2870,L'ordine Souveniers,0352-2556555,Strada Provinciale 124,71
10278,39,100,3900,8/6/2004 0:00,Classic Cars,2870,Signal Gift Stores,0302-5551838,8489 Strong St.,85
10287,44,100,4400,8/30/2004 0:00,Classic Cars,2870,"Vida Sport, Ltd",0389-7034555,Grenzacherweg 237,70
10301,22,100,2200,10/5/2003 0:00,Classic Cars,2870,"Norway Gifts By Mail, Co.",0372-2121555,"Drammensveien 126 A, PB 744 Sentrum",86
10311,43,100,4300,10/16/2004 0:00,Classic Cars,2870,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10321,27,100,2700,11/4/2004 0:00,Classic Cars,2870,FunGiftIdeas.com,0308-5552555,1785 First Street,22
10331,26,100,2600,11/17/2004 0:00,Classic Cars,2870,Motor Mint Distributors Inc.,0315-5559857,11328 Douglas Av.,46
10343,25,100,2500,11/24/2004 0:00,Classic Cars,2870,Reims Collectables,0300-0000000,59 rue de l'Abbaye,2
10366,49,100,4900,1/10/2005 0:00,Classic Cars,2870,Royale Belge,0312-3672555,"Boulevard Tirou, 255",91
10379,29,100,2900,2/10/2005 0:00,Classic Cars,2870,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10407,41,100,4100,4/22/2005 0:00,Classic Cars,2870,The Sharp Gifts Warehouse,0308-5553659,3086 Ingle Ln.,62
10419,55,100,5500,5/17/2005 0:00,Classic Cars,2870,Salzburg Collectables,0300-0000000,Geislweg 14,20
10103,27,83.07,2242.89,1/29/2003 0:00,Vintage Cars,2949,Baane Mini Imports,0300-0000000,Erling Skakkes gate 78,18
10112,23,83.07,1910.61,3/24/2003 0:00,Vintage Cars,2949,"Volvo Model Replicas, Co",0392-1123555,Berguvsvgen  8,25
10126,31,83.07,2575.17,5/28/2003 0:00,Vintage Cars,2949,"Corrida Auto Replicas, Ltd",0300-0000000,"C/ Araquil, 67",26
10139,46,83.07,3821.22,7/16/2003 0:00,Vintage Cars,2949,Souveniers And Things Co.,0329-4958555,"Monitor Money Building, 815 Pacific Hwy",21
10150,47,83.07,3904.29,9/19/2003 0:00,Vintage Cars,2949,"Dragon Souveniers, Ltd.",0300-0000000,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",27
10163,31,83.07,2575.17,10/20/2003 0:00,Vintage Cars,2949,Classic Legends Inc.,0312-5558493,5905 Pompton St.,28
10174,46,83.07,3821.22,11/6/2003 0:00,Vintage Cars,2949,"Australian Gift Network, Co",0373-8446555,31 Duncan St. West End,29
10183,37,83.07,3073.59,11/13/2003 0:00,Vintage Cars,2949,"Classic Gift Ideas, Inc",0315-5554695,782 First Street,30
10193,28,83.07,2325.96,11/21/2003 0:00,Vintage Cars,2949,"Australian Collectables, Ltd",0393-8446555,7 Allen Street,88
10206,37,83.07,3073.59,12/5/2003 0:00,Vintage Cars,2949,Canadian Gift Exchange Network,0304-5553392,1900 Oak St.,32
10215,49,83.07,4070.43,1/29/2004 0:00,Vintage Cars,2949,West Coast Collectables Co.,0310-5553722,3675 Furth Circle,33
10228,24,83.07,1993.68,3/10/2004 0:00,Vintage Cars,2949,Cambridge Collectables Co.,0317-5555555,4658 Baden Av.,34
10244,30,83.07,2492.1,4/29/2004 0:00,Vintage Cars,2949,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10257,50,83.07,4153.5,6/14/2004 0:00,Vintage Cars,2949,The Sharp Gifts Warehouse,0308-5553659,3086 Ingle Ln.,62
10270,31,83.07,2575.17,7/19/2004 0:00,Vintage Cars,2949,Souveniers And Things Co.,0329-4958555,"Monitor Money Building, 815 Pacific Hwy",21
10280,46,83.07,3821.22,8/17/2004 0:00,Vintage Cars,2949,Amica Models & Co.,0311-4988555,Via Monte Bianco 34,37
10291,47,83.07,3904.29,9/8/2004 0:00,Vintage Cars,2949,Scandinavian Gift Ideas,0369-5346555,?kergatan 24,38
10304,46,83.07,3821.22,10/11/2004 0:00,Vintage Cars,2949,Auto Assoc. & Cie.,0300-0000000,"67, avenue de l'Europe",39
10312,37,83.07,3073.59,10/21/2004 0:00,Vintage Cars,2949,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10322,33,83.07,2741.31,11/4/2004 0:00,Vintage Cars,2949,Online Diecast Creations Co.,0303-5558647,2304 Long Airport Avenue,41
10333,31,83.07,2575.17,11/18/2004 0:00,Vintage Cars,2949,Mini Wheels Co.,0350-5555787,5557 North Pendale Street,9
10347,48,83.07,3987.36,11/29/2004 0:00,Vintage Cars,2949,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10357,41,83.07,3405.87,12/10/2004 0:00,Vintage Cars,2949,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10369,42,83.07,3488.94,1/20/2005 0:00,Vintage Cars,2949,Collectables For Less Inc.,0317-5558555,7825 Douglas Av.,42
10381,41,83.07,3405.87,2/17/2005 0:00,Vintage Cars,2949,Corporate Gift Ideas Co.,0350-5551386,7734 Strong St.,5
10391,32,83.07,2658.24,3/9/2005 0:00,Vintage Cars,2949,"Anna's Decorations, Ltd",0329-9368555,201 Miller Street,43
10423,10,83.07,830.7,5/30/2005 0:00,Vintage Cars,2949,Petit Auto,0300-0000000,Rue Joseph-Bens 532,57
10103,35,57.46,2011.1,1/29/2003 0:00,Vintage Cars,2957,Baane Mini Imports,0300-0000000,Erling Skakkes gate 78,18
10111,28,57.46,1608.88,3/25/2003 0:00,Vintage Cars,2957,Mini Wheels Co.,0350-5555787,5557 North Pendale Street,9
10126,46,57.46,2643.16,5/28/2003 0:00,Vintage Cars,2957,"Corrida Auto Replicas, Ltd",0300-0000000,"C/ Araquil, 67",26
10139,20,57.46,1149.2,7/16/2003 0:00,Vintage Cars,2957,Souveniers And Things Co.,0329-4958555,"Monitor Money Building, 815 Pacific Hwy",21
10150,30,57.46,1723.8,9/19/2003 0:00,Vintage Cars,2957,"Dragon Souveniers, Ltd.",0300-0000000,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",27
10163,48,57.46,2758.08,10/20/2003 0:00,Vintage Cars,2957,Classic Legends Inc.,0312-5558493,5905 Pompton St.,28
10173,28,57.46,1608.88,11/5/2003 0:00,Vintage Cars,2957,Rovelli Gifts,0300-0000000,Via Ludovico il Moro 22,87
10183,39,57.46,2240.94,11/13/2003 0:00,Vintage Cars,2957,"Classic Gift Ideas, Inc",0315-5554695,782 First Street,30
10193,24,57.46,1379.04,11/21/2003 0:00,Vintage Cars,2957,"Australian Collectables, Ltd",0393-8446555,7 Allen Street,88
10206,28,57.46,1608.88,12/5/2003 0:00,Vintage Cars,2957,Canadian Gift Exchange Network,0304-5553392,1900 Oak St.,32
10215,31,57.46,1781.26,1/29/2004 0:00,Vintage Cars,2957,West Coast Collectables Co.,0310-5553722,3675 Furth Circle,33
10228,45,57.46,2585.7,3/10/2004 0:00,Vintage Cars,2957,Cambridge Collectables Co.,0317-5555555,4658 Baden Av.,34
10244,24,57.46,1379.04,4/29/2004 0:00,Vintage Cars,2957,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10257,49,57.46,2815.54,6/14/2004 0:00,Vintage Cars,2957,The Sharp Gifts Warehouse,0308-5553659,3086 Ingle Ln.,62
10269,32,57.46,1838.72,7/16/2004 0:00,Vintage Cars,2957,Salzburg Collectables,0300-0000000,Geislweg 14,20
10280,43,57.46,2470.78,8/17/2004 0:00,Vintage Cars,2957,Amica Models & Co.,0311-4988555,Via Monte Bianco 34,37
10291,37,57.46,2126.02,9/8/2004 0:00,Vintage Cars,2957,Scandinavian Gift Ideas,0369-5346555,?kergatan 24,38
10304,24,57.46,1379.04,10/11/2004 0:00,Vintage Cars,2957,Auto Assoc. & Cie.,0300-0000000,"67, avenue de l'Europe",39
10312,35,57.46,2011.1,10/21/2004 0:00,Vintage Cars,2957,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10322,41,57.46,2355.86,11/4/2004 0:00,Vintage Cars,2957,Online Diecast Creations Co.,0303-5558647,2304 Long Airport Avenue,41
10332,26,57.46,1493.96,11/17/2004 0:00,Vintage Cars,2957,"AV Stores, Co.",0371-5551555,Fauntleroy Circus,78
